,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
56858,Вознесение Господне,56858,3,20,0.0,Q5686605
57301,Преображение Господне,57301,5,20,8294.5,Q201201
59216,Приштина,59216,10,25,27104.704545678353,Q25270
59323,Роса,59323,1,2,0.0,Q41097
59728,"Ефимов, Борис Ефимович",59728,2,4,1854.0,Q355672
61758,Дуга Струве,61758,2,10,0.0,Q192243
62807,Золотой мяч,62807,2,13,0.65,Q4193524
62986,Всемирный фонд дикой природы,62986,10,14,113527.36601870542,Q117892
63227,"Петров, Станислав Евграфович",63227,8,4,33724.041533205396,Q52412
63942,"Смолкин, Борис Григорьевич",63942,4,12,116328.83550554095,Q4425048
68736,Болид,68736,3,8,926.0,Q317167
70073,Диджей,70073,9,1,104667.91365369667,Q130857
70289,"Макларен, Брюс",70289,2,22,1854.0,Q173081
71191,Остров (город),71191,2,11,3706.0,Q176773
73171,Подводные лодки проекта 705(К) «Лира»,73171,2,8,0.0,Q663037
73284,"Андреев, Борис Фёдорович",73284,2,12,1854.0,Q647413
73715,"Таривердиев, Микаэл Леонович",73715,3,14,14788.0,Q724254
75035,Полезные ископаемые,75035,3,4,62009.66757281719,Q889659
75081,Тироль (земля),75081,1,25,0.0,Q42880
77169,Латекс,77169,1,7,0.0,Q244680
77633,Православный храм,77633,2,20,1854.0,Q2031836
78547,Кинг-Конг,78547,4,29,5556.5,Q216810
78649,"Кинг-Конг (фильм, 1933)",78649,3,29,0.5,Q309048
78842,"Кинг-Конг (фильм, 1976)",78842,2,29,0.0,Q1142862
80217,"Новикова, Клара Борисовна",80217,1,14,0.0,Q4322725
81466,Парниковые газы,81466,2,14,9250.0,Q167336
82798,Илья Муромец (фильм),82798,1,12,0.0,Q1658610
82819,Пестициды,82819,3,14,11094.0,Q131656
83222,"Онопко, Виктор Савельевич",83222,7,1,14229.767265897086,Q310544
83332,"Хаккинен, Мика",83332,9,22,3714.6458333333335,Q172842
83749,Снукер,83749,3,27,0.0,Q11015
83790,"О’Салливан, Ронни",83790,5,27,7407.0,Q190782
83964,"Собака на сене (фильм, 1977)",83964,1,15,0.0,Q4425722
84003,Святой Престол,84003,3,4,22812.490096281643,Q159583
85407,Действующие главы субъектов Российской Федерации,85407,4,4,1280.691248982247,Q1529509
87293,"Энгр, Жан Огюст Доминик",87293,6,2,21222.19992352476,Q23380
87619,Мемфис (Египет),87619,4,2,22906.120655733965,Q5715
88212,Планёр Гимли,88212,1,2,0.0,Q370555
88648,"Дарькин, Сергей Михайлович",88648,3,4,0.0,Q840613
90013,Золотая бутса,90013,3,13,587.3844153301732,Q233454
90213,"Каноков, Арсен Баширович",90213,6,4,7880.226025209508,Q594635
90629,Бенгальский залив,90629,1,10,0.0,Q38684
92729,"Льюис, Джерри Ли",92729,1,0,0.0,Q202729
94131,Список объектов всемирного наследия ЮНЕСКО в Австрии,94131,4,25,1854.0,Q94833
94135,Список объектов всемирного наследия ЮНЕСКО в Греции,94135,3,25,0.0,Q2625889
94303,"Качиньский, Лех",94303,4,25,6472.0,Q2757
94510,"Алонсо, Фернандо",94510,10,22,7.2993145743145735,Q10514
94927,"Коков, Валерий Мухамедович",94927,4,4,0.0,Q1390122
95180,Корвет,95180,4,8,6502.100188243523,Q170013
95608,"Садырин, Павел Фёдорович",95608,2,18,0.0,Q1333509
95771,Пэктусан,95771,2,2,1853.9999999999998,Q107635
99693,"Книппер-Чехова, Ольга Леонардовна",99693,2,11,8026.384658824934,Q466584
99743,Сбежавшая невеста,99743,3,7,7407.000000000001,Q1160813
100372,"Юровский, Яков Михайлович",100372,2,16,39020.70369970261,Q519191
101389,Шуваловский парк,101389,1,10,0.0,Q2753218
101611,Ядерный чемоданчик (Россия),101611,2,4,27706.450483250825,Q4536309
103013,Ил-18,103013,21,8,12775.216907056583,Q160266
103508,"Измайлов, Марат Наилевич",103508,4,1,1872.3738992910835,Q309826
104563,"Кальвин, Жан",104563,4,20,9250.0,Q37577
104894,"Архипов, Василий Александрович",104894,2,4,0.0,Q1395757
105037,Сантьяго,105037,3,18,118309.99522035554,Q2887
106717,Русское географическое общество,106717,8,2,55243.319739294995,Q726762
108824,Сихотэ-Алинь,108824,1,10,0.0,Q155322
108869,Атомная подводная лодка,108869,7,8,44248.91368707205,Q757554
109211,Исландия (остров),109211,1,10,0.0,Q3740828
109755,"Миттеран, Франсуа",109755,3,2,30047.07487215716,Q2038
109910,Инопланетянин (фильм),109910,8,23,71216.26793253438,Q11621
109962,"Чужие (фильм, 1986)",109962,11,23,15176.692832187107,Q104814
109980,Назад в будущее 2,109980,1,23,0.0,Q109331
109996,Тутси (фильм),109996,2,23,22116.0,Q221249
110036,Большой переполох в маленьком Китае,110036,1,19,0.0,Q859494
110192,"Бездна (фильм, 1989)",110192,7,23,43285.532702030454,Q336517
110724,Зловещие мертвецы 2,110724,3,23,0.0,Q750028
110765,"Вспомнить всё (фильм, 1990)",110765,11,23,17478.00735517761,Q222018
111264,Скрипач на крыше (фильм),111264,7,15,10213.11415522962,Q934036
111324,Дрожь земли,111324,6,2,9257.0,Q835650
111592,Бэтмен возвращается,111592,5,23,13740.99135455818,Q189054
112339,Кинг-Конг жив,112339,2,29,0.0,Q127421
113508,Лоуренс Аравийский (фильм),113508,1,23,0.0,Q228186
115683,В пасти безумия,115683,2,19,1854.0,Q1214972
115994,"Плохие парни (фильм, 1995)",115994,2,23,68384.41685751149,Q460379
116252,"Деревня проклятых (фильм, 1995)",116252,4,19,9258.0,Q1167579
117488,Секвенирование,117488,3,10,1855.0000000000005,Q1764062
117921,"Гребешкова, Нина Павловна",117921,4,0,34776.90966019345,Q738613
118130,"Мазуркевич, Ирина Степановна",118130,1,15,0.0,Q4274621
118330,Алессандро Калиостро,118330,2,14,16614.0,Q312332
119470,Случаи ложного срабатывания систем предупреждения о ракетном нападении,119470,4,4,129.42691455792257,Q4424085
125423,Скаутское движение,125423,3,23,7408.0,Q872181
127727,"Локтев, Алексей Васильевич",127727,3,3,0.0,Q4265993
127946,"Угольников, Игорь Станиславович",127946,2,14,3706.0,Q4469099
128529,"Азер, Ирина Абдуррезаевна",128529,2,12,1854.0,Q4058236
128704,Музей Орсе,128704,8,2,18923.789371970914,Q23402
128721,Толстые,128721,1,11,0.0,Q1258710
128753,"Эрнст, Константин Львович",128753,4,0,7856.011688626379,Q4532584
129652,Саравак,129652,5,4,9250.0,Q170462
129661,Белые раджи,129661,5,4,462.75,Q1189867
129676,"Брук, Джеймс",129676,5,4,462.75,Q441276
129719,"Брук, Чарльз Энтони Джонсон",129719,5,4,462.75,Q1065104
129725,"Брук, Чарльз Вайнер",129725,5,4,462.75,Q1066338
129951,"Писсарро, Камиль",129951,4,2,8210.41183679917,Q134741
132186,Мегатрон,132186,6,5,5550.666666666667,Q828473
132576,Македония (Греция),132576,3,25,0.5,Q81734
133549,"Чиаурели, Софико Михайловна",133549,3,5,20308.0,Q446914
134815,Центральная избирательная комиссия Российской Федерации,134815,3,10,3707.0,Q190362
136127,"Шандыбин, Василий Иванович",136127,1,3,0.0,Q2134515
136161,Рапид,136161,1,18,0.0,Q393890
136323,"Коржавин, Наум Моисеевич",136323,1,11,0.0,Q1332241
136420,Фрозиноне,136420,1,13,0.0,Q13413
136472,Кальяри,136472,1,18,0.0,Q1897
136799,Маккартизм,136799,2,8,1854.0,Q207066
137342,Международное право охраны окружающей среды,137342,8,14,8315.0,Q2373292
137785,Союзмультфильм,137785,1,20,0.0,Q679912
138641,"Хомейни, Рухолла Мусави",138641,4,25,27627.0,Q38823
139092,Анналы,139092,1,10,0.0,Q193866
139535,"Грасс, Гюнтер",139535,2,8,1854.0,Q6538
139554,Скрипач на крыше (мюзикл),139554,7,15,10960.525380597735,Q487330
141004,Электрофонный болид,141004,2,8,0.0,Q4531116
141459,Гельзенкирхен,141459,1,6,0.0,Q2765
141665,Ним,141665,3,18,3706.0,Q42807
143360,Азиатский слон,143360,5,10,16831.346031746598,Q133006
143860,"Валенса, Лех",143860,3,25,22116.0,Q444
144432,"Варвара-краса, длинная коса",144432,3,12,1.5,Q1145985
144463,Дочки-матери (фильм),144463,1,12,0.0,Q4167395
145878,Водь,145878,1,2,0.0,Q836660
146026,"Недвед, Павел",146026,6,18,7679.659287428491,Q171295
146305,F.P.G.,146305,3,3,3706.0,Q4038488
146770,Гуппи,146770,2,10,4.555555555555555,Q178202
147234,"Деревня проклятых (фильм, 1960)",147234,1,19,0.0,Q658009
147275,PageRank,147275,3,24,0.0,Q184316
149761,Лангольеры (мини-сериал),149761,1,2,0.0,Q625770
150739,Биосфера-2,150739,7,14,6461.0,Q68139
150758,Технический регламент «Формулы-1»,150758,2,22,0.0,Q4456844
151027,Сказка странствий,151027,4,0,21004.83117068922,Q4421399
151043,"Митта, Александр Наумович",151043,5,0,13873.635626434834,Q1390108
151368,Место встречи изменить нельзя,151368,15,15,43775.098545589135,Q2370768
152793,"Сушинский, Максим Юрьевич",152793,1,8,0.0,Q722145
153634,Национальный антитеррористический комитет (Россия),153634,2,4,371.8777430828819,Q2906359
154044,"Хотиненко, Владимир Иванович",154044,2,23,1854.0,Q2629207
154393,"Тома, Светлана Андреевна",154393,1,16,0.0,Q463809
154499,Раба любви,154499,4,12,7315.00117799292,Q1528336
154620,С-200,154620,11,8,6451.849986945123,Q326673
154950,"Менглет, Майя Георгиевна",154950,4,16,7409.0,Q4290347
155561,Надежда (имя),155561,2,20,0.0,Q39952399
155870,Карикатурный скандал (2005—2006),155870,1,10,0.0,Q182776
156045,Бронепоезд,156045,4,4,36865.49813764903,Q722795
156258,"Глазунов, Илья Сергеевич",156258,1,12,0.0,Q1396524
156776,"Ах, водевиль, водевиль…",156776,4,14,27732.399234883418,Q4072889
156860,Блондинка за углом,156860,2,5,3706.0,Q4088313
156886,Большая семья,156886,3,12,13633.853685641441,Q1634714
156915,В движении,156915,1,0,0.0,Q4101683
157283,"Бег (фильм, 1970)",157283,4,12,54451.53568906075,Q4080435
157284,"Бессонная ночь (фильм, 1960)",157284,1,12,0.0,Q4085832
157300,Деловые люди,157300,2,0,1854.0,Q4157228
157323,Спортлото-82,157323,5,0,9259.0,Q1964207
158436,"Семчев, Александр Львович",158436,2,0,3706.0,Q4415625
158814,Военно-полевой роман,158814,2,5,7404.0,Q1470319
158864,Выйти замуж за капитана,158864,2,5,7404.0,Q137665
158978,"Тельман, Эрнст",158978,1,23,0.0,Q77004
158985,Летние Олимпийские игры 1936,158985,2,12,1854.0,Q8150
159747,"Поплавская, Яна Евгеньевна",159747,3,14,91842.85938521182,Q4244813
160707,Даурия (фильм),160707,3,12,18219.11659428014,Q1173028
160721,Дело было в Пенькове,160721,1,16,0.0,Q4157180
160740,Два билета на дневной сеанс,160740,2,16,5889.3702111017365,Q4155562
160746,"Два капитана (фильм, 1955)",160746,2,16,1854.0,Q4155584
163727,Опасно для жизни!,163727,4,0,38184.34453928814,Q1965544
163751,Заклятие долины змей,163751,1,5,0.0,Q4184727
163786,Золотая мина,163786,4,12,5559.0,Q4193271
163830,Иван Бровкин на целине,163830,2,15,1854.0,Q4195557
163834,И снова Анискин,163834,2,15,28190.44298209799,Q4195091
163914,Капель (фильм),163914,1,15,0.0,Q4212861
163921,"Карнавал (фильм, 1981)",163921,2,14,18303.115705605414,Q4215500
163989,"Кольцов, Михаил Ефимович",163989,1,4,0.0,Q968099
164330,"Куравлёв, Леонид Вячеславович",164330,3,5,12942.0,Q2368070
164571,Берегите женщин,164571,1,12,0.0,Q4084224
164586,Зимняя вишня 3,164586,6,5,14908.05791722826,Q4192063
164588,Зимняя вишня,164588,8,5,95170.91232136087,Q4192062
164744,"Тихонов, Сергей Михайлович",164744,1,0,0.0,Q4458691
164976,"Корона Российской империи, или Снова неуловимые",164976,6,0,5545.5,Q4233949
165030,Ларец Марии Медичи (фильм),165030,3,0,7134.818567543572,Q4254495
165036,Леди Макбет Мценского уезда (фильм),165036,1,5,0.0,Q4257083
166202,Гёта-канал,166202,2,2,1853.9999999999998,Q431863
166231,Дом Ипатьева,166231,4,12,62000.080631269084,Q1381934
166243,Поминальная молитва (спектакль),166243,7,15,16176.74894878773,Q4371719
166264,"Меня это не касается… (фильм, 1976)",166264,1,15,0.0,Q15270746
166392,Гётеборг,166392,3,2,5558.0,Q25287
167011,Чародеи,167011,2,14,56.949999999999974,Q4507452
167318,Финист — Ясный сокол,167318,1,12,0.0,Q1359471
167783,McLaren Automotive,167783,1,22,0.0,Q1351854
168473,Пролив Дрейка,168473,2,5,0.0,Q143650
168568,Молодая жена,168568,1,0,0.0,Q4300557
169442,Балтика (футбольный клуб),169442,21,9,37781.8401400367,Q795978
169765,Я шагаю по Москве,169765,4,16,44107.83264700724,Q244999
172325,"Добрынин, Вячеслав Григорьевич",172325,5,14,14738.692560454703,Q1964606
172423,Су-33,172423,7,8,10077.136910053341,Q332637
172453,Шахматная олимпиада,172453,2,4,5603.253735751662,Q428303
172491,Су-27М,172491,1,8,0.0,Q86659629
173831,"Карполь, Николай Васильевич",173831,1,17,0.0,Q651025
174764,Локотское самоуправление,174764,3,12,35828.65421504278,Q30573
177197,"Конюхова, Татьяна Георгиевна",177197,3,12,20314.0,Q4232068
180026,"Кононов, Михаил Иванович",180026,1,14,0.0,Q2627297
181488,"Экклстоун, Берни",181488,3,22,22.4658194074448,Q172724
182653,"Роу, Александр Артурович",182653,5,12,9255.5,Q963135
183391,"Сичкин, Борис Михайлович",183391,1,0,0.0,Q893777
184041,"Бычков, Виктор Николаевич",184041,3,14,1823.0122565231366,Q4101308
185461,Феррари (команда «Формулы-1»),185461,15,22,2235.093280196588,Q169898
185650,Ключевская Сопка,185650,1,10,0.0,Q210252
186491,"Тараторкин, Георгий Георгиевич",186491,1,15,0.0,Q4451898
186522,"Рутберг, Юлия Ильинична",186522,5,14,11069.439549594072,Q4401155
187973,"Фонда, Генри",187973,4,23,14886.724596255794,Q19155
188289,"Жаров, Михаил Иванович",188289,2,15,28524.064918446824,Q764546
189304,"Макдауэлл, Энди",189304,1,19,0.0,Q208558
189312,"Васильев, Василий Фёдорович",189312,2,0,0.0,Q4104551
189313,"Болтнев, Андрей Николаевич",189313,1,12,0.0,Q4091037
189471,"Мерсье, Мишель",189471,2,16,1854.0,Q230703
190610,"Вампилов, Александр Валентинович",190610,8,0,131034.83140855005,Q1706297
191354,Пльзень,191354,6,18,188.7556555565402,Q43453
191380,Радиоэлектронная борьба,191380,18,8,43597.05183245633,Q272826
192736,"Бондарчук, Наталья Сергеевна",192736,4,16,19039.47787349669,Q754131
196440,"Ронинсон, Готлиб Михайлович",196440,3,12,6555.020304252542,Q4397668
196564,"Орбини, Мавро",196564,1,20,0.0,Q238511
197299,В круге первом (телесериал),197299,2,14,1854.0,Q4101717
197942,Беспозвоночные,197942,7,10,16409.16190476127,Q43806
197997,Зенитный ракетный комплекс,197997,14,8,16933.43041977368,Q2902871
198671,Юлиус и Этель Розенберги,198671,1,8,0.0,Q769097
198946,"Бредун, Эдуард Александрович",198946,3,12,11319.822349058912,Q4096221
200733,"Вудс, Джеймс",200733,1,15,0.0,Q193105
202196,Хозяин тайги,202196,1,12,0.0,Q4498878
202309,"Меркурьев, Василий Васильевич",202309,4,11,11103.0,Q2370666
202857,"Рахманова, Ирина Анатольевна",202857,3,14,2290.7833654083365,Q4391171
203140,"Нигматуллин, Руслан Каримович",203140,9,1,95023.07785515602,Q559136
203169,"Урусова, Евдокия Юрьевна",203169,1,0,0.0,Q4477406
203286,"Куликов, Анатолий Сергеевич",203286,3,4,3706.0,Q4246195
203537,"Олялин, Николай Владимирович",203537,2,12,7716.0938759208775,Q1366720
203673,Питер FM (фильм),203673,1,16,0.0,Q4363837
204352,"Виктюк, Роман Григорьевич",204352,1,5,0.0,Q3920003
204888,Дохристианская письменность у славян,204888,2,10,1854.0,Q2373618
205292,"Шампольон, Жан-Франсуа",205292,2,2,21138.610955816206,Q260
205970,"Дюжева, Марина Михайловна",205970,2,12,3706.0,Q4172184
208006,"Лебедев, Евгений Алексеевич",208006,1,16,0.0,Q1967736
209054,"Пепеляев, Анатолий Николаевич",209054,3,0,67951.12447209544,Q487964
210553,"Порошенко, Пётр Алексеевич",210553,7,26,20321.500000000004,Q58077
211025,Пюник (футбольный клуб),211025,4,9,21672.596983106436,Q244317
211443,"Рязанова, Раиса Ивановна",211443,2,16,5556.0,Q4402599
212184,Стратосфера,212184,2,8,9250.0,Q108376
212899,"Абрамс, Джей Джей",212899,1,7,0.0,Q188137
213255,"Чилингаров, Артур Николаевич",213255,1,2,0.0,Q2597507
213329,Сулавеси,213329,3,10,1854.0,Q3812
222883,"Лазо, Сергей Георгиевич",222883,2,2,0.0,Q2373753
223813,Половой диморфизм,223813,7,10,9469.871428571572,Q181497
228994,"Мубарак, Хосни",228994,2,7,54020.27981478148,Q34105
230201,"Дмитриев, Игорь Борисович",230201,5,12,70958.18265841367,Q433411
230413,"Колыванов, Игорь Владимирович",230413,3,9,432.2260905729169,Q1359619
232266,"Медведев, Юрий Николаевич",232266,4,12,14017.226438673266,Q4287336
233484,Одесская киностудия,233484,2,15,0.0,Q2628487
234139,Дорогой мой человек,234139,3,12,15753.078015549056,Q4166827
236500,Герб Азербайджанской Республики,236500,1,11,0.0,Q168897
236802,Герои Российской Федерации — Ч,236802,4,4,12359.856310852101,Q4137411
239165,Список объектов всемирного наследия ЮНЕСКО в Великобритании,239165,3,25,0.0,Q128753
240591,Товарищеский матч,240591,25,13,57363.85849267631,Q493386
240943,"Сурикова, Алла Ильинична",240943,1,5,0.0,Q4446515
241021,"Водяной, Михаил Григорьевич",241021,2,15,2114.6274282825384,Q4114246
241157,"Герта (футбольный клуб, Берлин)",241157,6,13,5470.302148076431,Q102720
241174,"Мостовой, Александр Владимирович",241174,7,1,25660.76912019959,Q342680
241282,"Довбуш, Олекса Васильевич",241282,1,0,0.0,Q923598
241734,"Заря (футбольный клуб, Луганск)",241734,9,18,23431.46695719756,Q754307
242040,"Черноморец (футбольный клуб, Новороссийск)",242040,18,9,38400.015962919955,Q180475
242459,Крестьянская война в Германии,242459,4,20,1854.0,Q154031
244482,С-400,244482,12,8,28132.457578394635,Q861006
246527,Град,246527,3,2,38199.498269360745,Q37602
247630,Кунашак (метеорит),247630,2,8,0.0,Q4247113
248181,The New York Times,248181,15,7,312007.004288925,Q9684
248201,"Ван Боммел, Марк",248201,3,21,2890.399581742596,Q151853
248566,"Ребров, Сергей Станиславович",248566,7,18,6718.326461516948,Q296992
249990,"Казарновская, Любовь Юрьевна",249990,1,14,0.0,Q525770
249992,Доминик Джокер,249992,1,16,0.0,Q4165856
250029,"Штурм, Наталья Юрьевна",250029,1,14,0.0,Q4527013
250065,Участок (телесериал),250065,3,14,2712.3252138284247,Q4479310
250321,Особенности национальной рыбалки,250321,3,14,488.3101880140152,Q3718974
254788,Вторая ливанская война,254788,4,8,1856.6428571428573,Q49104
256140,Японская письменность,256140,1,10,0.0,Q190502
256274,"Маттеус, Лотар",256274,4,13,759.8961532610906,Q36386
258976,С-25,258976,11,8,22096.559820795766,Q164648
259445,Сунжа (город),259445,7,4,31474.904818574607,Q2029443
259473,"Черноморец (футбольный клуб, Одесса)",259473,4,13,16993.519969697612,Q44296
259687,Р-17,259687,2,8,0.0,Q1968094
260388,Химки (футбольный клуб),260388,20,9,153143.2242778841,Q727147
260808,"Баллак, Михаэль",260808,5,13,130.38496207434937,Q11948
266579,Плоские черви,266579,3,10,0.0,Q124900
267334,"Аржиловский, Александр Михайлович",267334,2,15,1854.0,Q4069137
268324,"Гамова, Екатерина Александровна",268324,2,17,0.0,Q253253
271839,Латакия,271839,3,8,143.90409227257933,Q200030
272756,Золотой компас,272756,7,23,55265.37231892367,Q637021
272946,"Планета обезьян (фильм, 2001)",272946,2,23,1854.0,Q469624
273622,"Ван Дамм, Жан-Клод",273622,3,6,3706.0,Q308840
274011,Ромарио,274011,7,18,14303.90826404492,Q178649
274126,Оникс (противокорабельная ракета),274126,9,8,8390.89181288177,Q1475405
274393,Х-55,274393,4,8,1854.0,Q297026
276376,Том Джонс (певец),276376,4,16,12950.0,Q180850
277102,"Саввина, Ия Сергеевна",277102,1,0,0.0,Q466030
277119,"Ричардс, Кит",277119,1,16,0.0,Q189599
277414,Флаг Азербайджанской Республики,277414,2,11,1854.0,Q82236
277808,"Скотт Томас, Кристин",277808,4,23,29737.85420178381,Q208590
278286,"Ещенко, Андрей Олегович",278286,7,1,10187.263032712233,Q2628580
278607,"Райкард, Франк",278607,3,18,138.1355900592356,Q169098
278903,95 тезисов,278903,3,20,0.0,Q157506
281386,"Аскеров, Ровшан Энвер оглы",281386,3,21,3706.0,Q4071294
281400,Штурмбаннфюрер,281400,2,16,1854.0,Q161104
282942,Восточный экспресс,282942,1,25,0.0,Q191985
283286,"Синяя птица (фильм, 1976)",283286,2,12,3706.0,Q1198394
287402,Ту-114,287402,7,8,1683.7471923707665,Q616158
291216,Джубга,291216,1,16,0.0,Q2532526
292931,"Петров, Виталий Александрович",292931,1,22,0.0,Q82901
292969,Ил-12,292969,16,8,57223.583631350404,Q911001
295589,"Петржела, Властимил",295589,5,18,3363.124080332933,Q600219
297574,"Южный, Михаил Михайлович",297574,3,21,11099.0,Q219970
298781,"Татлян, Жан Арутюнович",298781,1,16,0.0,Q4452632
300748,Ил-20,300748,25,8,22729.24625341099,Q1658665
302750,"Парфаньяк, Алла Петровна",302750,1,14,0.0,Q4346125
302921,Настя (фильм),302921,2,0,1854.0,Q4314072
302931,Вердер (футбольный клуб),302931,2,13,3706.0,Q51976
304410,"Кеосаян, Эдмонд Гарегинович",304410,4,0,1854.0,Q1971498
305001,Робиньо,305001,3,13,1896.7133106418805,Q58441
307910,Комитас,307910,1,11,0.0,Q351670
308094,Псевдорусский стиль,308094,3,20,51208.0,Q2026876
308327,"Осипенко, Полина Денисовна",308327,4,16,5556.0,Q444566
310441,Европейский день языков,310441,1,26,0.0,Q496423
312024,"Ещё одна из рода Болейн (фильм, 2008)",312024,3,23,13563.884627306708,Q470073
314789,"Вера, Надежда, Любовь и их мать София",314789,5,20,7409.0,Q15916381
317034,"Турсунов, Дмитрий Игоревич",317034,1,2,0.0,Q310376
317797,Митохондриальная ДНК,317797,2,10,1965.1412698412382,Q27075
320215,"Кирпонос, Михаил Петрович",320215,1,8,0.0,Q390171
321573,Уильямс (команда «Формулы-1»),321573,15,22,1820.3797183301513,Q171337
323568,Жирона,323568,1,1,0.0,Q7038
